BatchId,Date,Region,Channel,Product,Revenue,Orders,Returns
BATCH-003347,2025-10-29,West,Partner,Pet Care,8210,144,4
BATCH-003351,2025-10-29,North,Retail,Grocery,1233,30,2
BATCH-004429,2025-10-29,West,Partner,Beverages,1055,38,2
BATCH-000106,2025-10-30,East,Mobile,Pet Care,9511,141,5
BATCH-000287,2025-10-30,South,Retail,Pet Care,2354,42,1
BATCH-000849,2025-10-30,East,Retail,Pet Care,11244,169,5
BATCH-001556,2025-10-30,North,Web,Grocery,6852,141,7
BATCH-002323,2025-10-30,North,Partner,Beverages,6273,196,4
BATCH-002905,2025-10-30,South,Mobile,Home,3401,38,2
BATCH-003207,2025-10-30,East,Retail,Pet Care,5626,108,4
BATCH-003267,2025-10-30,North,Partner,Beverages,517,20,0
BATCH-004066,2025-10-30,East,Web,Home,7084,70,4
BATCH-004188,2025-10-30,South,Partner,Home,12636,128,3
BATCH-000926,2025-10-31,South,Mobile,Pet Care,13280,194,12
BATCH-001329,2025-10-31,North,Retail,Personal Care,2179,45,2
BATCH-001340,2025-10-31,West,Retail,Grocery,2752,55,3
BATCH-001737,2025-10-31,North,Partner,Pet Care,11766,186,4
BATCH-002527,2025-10-31,East,Mobile,Grocery,8190,199,4
BATCH-002556,2025-10-31,North,Mobile,Personal Care,4383,82,3
BATCH-002757,2025-10-31,South,Partner,Grocery,5683,115,2
BATCH-003444,2025-10-31,North,Web,Personal Care,7250,121,3
BATCH-003887,2025-10-31,South,Web,Home,7188,90,4
BATCH-003963,2025-10-31,North,Retail,Grocery,3101,63,1
BATCH-004140,2025-10-31,West,Mobile,Home,3716,46,3
BATCH-004205,2025-10-31,South,Retail,Pet Care,8679,118,6
BATCH-004421,2025-10-31,West,Retail,Home,11485,159,6
BATCH-004976,2025-10-31,North,Mobile,Grocery,2060,43,2
BATCH-000278,2025-11-01,North,Retail,Beverages,4923,194,2
BATCH-001222,2025-11-01,East,Retail,Home,11592,129,5
BATCH-001282,2025-11-01,East,Partner,Beverages,2263,73,4
BATCH-001514,2025-11-01,West,Retail,Personal Care,12085,199,9
BATCH-001753,2025-11-01,North,Partner,Pet Care,9492,130,6
BATCH-001970,2025-11-01,East,Retail,Beverages,2304,97,3
BATCH-001993,2025-11-01,South,Retail,Personal Care,4597,99,3
BATCH-002082,2025-11-01,North,Mobile,Personal Care,6552,136,3
BATCH-002647,2025-11-01,West,Partner,Personal Care,7758,151,8
BATCH-002957,2025-11-01,North,Retail,Personal Care,5775,125,5
BATCH-003049,2025-11-01,North,Mobile,Personal Care,1544,27,1
BATCH-003191,2025-11-01,East,Partner,Home,11422,129,2
BATCH-003294,2025-11-01,West,Web,Pet Care,12228,186,8
BATCH-003715,2025-11-01,East,Web,Pet Care,11216,166,9
BATCH-003810,2025-11-01,South,Partner,Home,2371,29,1
BATCH-003967,2025-11-01,South,Mobile,Pet Care,12494,174,11
BATCH-003971,2025-11-01,East,Web,Personal Care,3289,58,3
BATCH-004569,2025-11-01,North,Web,Personal Care,2930,63,3
BATCH-004940,2025-11-01,East,Mobile,Personal Care,4976,109,6
BATCH-000522,2025-11-02,West,Web,Personal Care,5614,122,6
BATCH-001255,2025-11-02,West,Mobile,Personal Care,6503,115,7
BATCH-001298,2025-11-02,South,Mobile,Personal Care,4701,96,3
BATCH-002027,2025-11-02,North,Web,Beverages,4819,162,8
BATCH-002524,2025-11-02,West,Partner,Beverages,1771,55,2
BATCH-002608,2025-11-02,North,Mobile,Personal Care,2798,57,1
BATCH-003754,2025-11-02,East,Retail,Grocery,4903,110,4
BATCH-003769,2025-11-02,East,Web,Grocery,6648,151,9
BATCH-004453,2025-11-02,North,Mobile,Home,9082,99,4
BATCH-004618,2025-11-02,West,Web,Personal Care,3497,71,4
BATCH-004745,2025-11-02,South,Web,Home,8376,99,5
BATCH-004855,2025-11-02,East,Retail,Personal Care,5710,117,6
BATCH-000158,2025-11-03,South,Web,Home,15478,166,9
BATCH-000230,2025-11-03,East,Web,Pet Care,5884,113,4
BATCH-000677,2025-11-03,South,Retail,Beverages,3395,107,5
BATCH-001532,2025-11-03,West,Retail,Home,17937,177,2
BATCH-002022,2025-11-03,West,Web,Beverages,3941,122,4
BATCH-002577,2025-11-03,West,Web,Home,8708,114,5
BATCH-002728,2025-11-03,East,Partner,Grocery,971,20,1
BATCH-002792,2025-11-03,North,Retail,Grocery,3475,73,1
BATCH-002912,2025-11-03,South,Partner,Pet Care,2442,45,1
BATCH-003599,2025-11-03,West,Mobile,Beverages,1027,42,2
BATCH-004296,2025-11-03,West,Retail,Personal Care,1670,34,1
BATCH-004307,2025-11-03,West,Web,Personal Care,5707,129,7
BATCH-004585,2025-11-03,East,Web,Grocery,6399,133,4
BATCH-004712,2025-11-03,East,Mobile,Grocery,9716,194,10
BATCH-004930,2025-11-03,North,Retail,Beverages,2101,90,5
BATCH-000714,2025-11-04,East,Mobile,Home,6333,70,3
BATCH-001214,2025-11-04,North,Partner,Home,5111,64,2
BATCH-001648,2025-11-04,West,Partner,Home,3128,36,1
BATCH-001887,2025-11-04,East,Retail,Pet Care,11636,163,8
BATCH-002865,2025-11-04,South,Retail,Personal Care,7342,152,8
BATCH-003055,2025-11-04,South,Web,Pet Care,10615,159,5
BATCH-003265,2025-11-04,West,Mobile,Grocery,8000,188,10
BATCH-003310,2025-11-04,South,Retail,Grocery,3042,73,3
BATCH-003439,2025-11-04,East,Retail,Home,5827,68,1
BATCH-003854,2025-11-04,North,Mobile,Beverages,2692,82,2
BATCH-003888,2025-11-04,West,Retail,Home,8456,119,7
BATCH-004513,2025-11-04,West,Web,Home,18838,198,9
BATCH-004997,2025-11-04,North,Partner,Home,11516,121,5
BATCH-000193,2025-11-05,North,Mobile,Personal Care,7996,131,4
BATCH-000896,2025-11-05,West,Web,Beverages,894,28,2
BATCH-001102,2025-11-05,South,Retail,Beverages,582,23,0
BATCH-001295,2025-11-05,North,Mobile,Personal Care,8116,184,10
BATCH-001711,2025-11-05,East,Retail,Home,3570,38,1
BATCH-002432,2025-11-05,North,Retail,Personal Care,2007,45,1
BATCH-002913,2025-11-05,East,Web,Home,10919,151,5
BATCH-002937,2025-11-05,West,Mobile,Personal Care,3464,68,3
BATCH-003238,2025-11-05,East,Partner,Grocery,5516,108,4
BATCH-003364,2025-11-05,South,Mobile,Home,10659,149,5
BATCH-003687,2025-11-05,South,Partner,Pet Care,6368,91,3
BATCH-003783,2025-11-05,East,Web,Personal Care,3919,66,3
BATCH-004710,2025-11-05,North,Retail,Pet Care,12820,187,4
BATCH-000024,2025-11-06,West,Partner,Pet Care,10250,194,11
BATCH-000362,2025-11-06,South,Retail,Home,2703,35,1
BATCH-000588,2025-11-06,North,Mobile,Beverages,1815,62,1
BATCH-001116,2025-11-06,West,Mobile,Pet Care,4805,88,4
BATCH-001280,2025-11-06,South,Retail,Beverages,6035,186,4
BATCH-001382,2025-11-06,East,Web,Home,8783,108,3
BATCH-001404,2025-11-06,West,Partner,Beverages,2328,98,4
BATCH-001528,2025-11-06,South,Retail,Home,12016,148,2
BATCH-002308,2025-11-06,North,Mobile,Grocery,7108,192,10
BATCH-002783,2025-11-06,West,Partner,Pet Care,12745,183,9
BATCH-003148,2025-11-06,West,Partner,Home,8726,88,4
BATCH-003422,2025-11-06,North,Web,Home,12650,128,7
BATCH-003436,2025-11-06,North,Partner,Grocery,3629,76,4
BATCH-003596,2025-11-06,East,Retail,Beverages,6302,195,7
BATCH-003684,2025-11-06,South,Web,Pet Care,6349,104,6
BATCH-004230,2025-11-06,West,Retail,Home,18370,193,4
BATCH-004588,2025-11-06,North,Web,Personal Care,6239,145,9
BATCH-004866,2025-11-06,West,Mobile,Home,7126,92,3
BATCH-000066,2025-11-07,South,Partner,Home,14089,181,4
BATCH-000813,2025-11-07,South,Mobile,Home,7579,92,4
BATCH-001064,2025-11-07,North,Web,Pet Care,6547,95,4
BATCH-001104,2025-11-07,South,Partner,Home,3862,40,1
BATCH-001158,2025-11-07,West,Mobile,Grocery,3799,96,4
BATCH-001284,2025-11-07,West,Web,Personal Care,2351,43,2
BATCH-001468,2025-11-07,East,Web,Personal Care,11486,189,7
BATCH-001930,2025-11-07,South,Retail,Grocery,2552,56,3
BATCH-002645,2025-11-07,South,Web,Pet Care,4453,69,2
BATCH-003526,2025-11-07,West,Retail,Grocery,3256,71,2
BATCH-003703,2025-11-07,South,Partner,Home,4991,50,2
BATCH-003727,2025-11-07,North,Retail,Pet Care,6229,115,1
BATCH-004189,2025-11-07,West,Partner,Pet Care,9814,173,4
BATCH-004318,2025-11-07,East,Web,Pet Care,1651,28,1
BATCH-000443,2025-11-08,West,Retail,Personal Care,1886,35,1
BATCH-001013,2025-11-08,South,Web,Personal Care,7528,123,3
BATCH-001262,2025-11-08,North,Web,Home,3750,45,3
BATCH-001512,2025-11-08,East,Partner,Pet Care,6506,113,6
BATCH-002236,2025-11-08,South,Retail,Personal Care,1278,21,0
BATCH-002789,2025-11-08,East,Retail,Grocery,6310,150,5
BATCH-002893,2025-11-08,East,Retail,Grocery,3124,63,1
BATCH-003170,2025-11-08,West,Web,Grocery,5188,115,6
BATCH-003376,2025-11-08,North,Retail,Personal Care,2089,43,2
BATCH-003545,2025-11-08,East,Retail,Home,14824,169,4
BATCH-003559,2025-11-08,West,Mobile,Grocery,5567,123,4
BATCH-003701,2025-11-08,West,Mobile,Beverages,5110,163,9
BATCH-004018,2025-11-08,North,Mobile,Home,13456,171,9
BATCH-004872,2025-11-08,South,Partner,Grocery,8295,174,7
BATCH-000118,2025-11-09,North,Partner,Beverages,2037,70,4
BATCH-000375,2025-11-09,North,Partner,Home,13931,190,10
BATCH-000749,2025-11-09,South,Web,Pet Care,9256,140,4
BATCH-000985,2025-11-09,North,Web,Home,5751,81,4
BATCH-001641,2025-11-09,West,Mobile,Grocery,1886,42,1
BATCH-001722,2025-11-09,South,Mobile,Beverages,2602,97,6
BATCH-001827,2025-11-09,South,Partner,Personal Care,3912,90,3
BATCH-002097,2025-11-09,West,Web,Beverages,4622,177,4
BATCH-002632,2025-11-09,South,Retail,Personal Care,5926,134,8
BATCH-002732,2025-11-09,South,Mobile,Grocery,3150,65,2
BATCH-002773,2025-11-09,South,Mobile,Personal Care,10124,188,6
BATCH-003025,2025-11-09,North,Partner,Personal Care,2224,51,2
BATCH-003569,2025-11-09,West,Retail,Personal Care,3988,72,2
BATCH-003779,2025-11-09,South,Web,Grocery,5577,129,6
BATCH-004065,2025-11-09,South,Mobile,Pet Care,7848,144,3
BATCH-004368,2025-11-09,South,Retail,Grocery,3198,63,2
BATCH-004468,2025-11-09,South,Web,Home,13189,140,6
BATCH-004695,2025-11-09,South,Retail,Home,12781,129,4
BATCH-004864,2025-11-09,North,Mobile,Pet Care,2274,41,1
BATCH-000384,2025-11-10,North,Mobile,Beverages,1125,49,1
BATCH-000615,2025-11-10,North,Web,Beverages,2868,88,5
BATCH-000932,2025-11-10,West,Partner,Home,6319,82,4
BATCH-001128,2025-11-10,West,Retail,Personal Care,7173,132,3
BATCH-001562,2025-11-10,East,Retail,Personal Care,1981,37,1
BATCH-003533,2025-11-10,West,Partner,Home,12059,164,5
BATCH-003611,2025-11-10,West,Web,Beverages,4510,159,7
BATCH-003625,2025-11-10,West,Web,Home,13014,157,9
BATCH-004217,2025-11-10,West,Mobile,Home,9304,103,3
BATCH-004222,2025-11-10,South,Web,Home,11992,147,8
BATCH-004423,2025-11-10,North,Mobile,Beverages,1151,43,2
BATCH-004470,2025-11-10,North,Partner,Beverages,1868,68,2
BATCH-004956,2025-11-10,East,Mobile,Grocery,8336,188,10
BATCH-000011,2025-11-11,East,Web,Grocery,8751,171,7
BATCH-000100,2025-11-11,South,Web,Pet Care,3249,44,1
BATCH-000222,2025-11-11,East,Partner,Home,16617,195,7
BATCH-000512,2025-11-11,East,Retail,Beverages,5501,180,3
BATCH-000833,2025-11-11,North,Partner,Grocery,4138,101,3
BATCH-001278,2025-11-11,South,Partner,Beverages,2578,79,4
BATCH-002281,2025-11-11,West,Partner,Beverages,3254,124,6
BATCH-002397,2025-11-11,West,Mobile,Grocery,4517,110,3
BATCH-002410,2025-11-11,East,Mobile,Pet Care,1598,24,1
BATCH-002915,2025-11-11,North,Mobile,Beverages,5474,185,8
BATCH-003571,2025-11-11,East,Partner,Personal Care,1185,27,1
BATCH-004139,2025-11-11,East,Mobile,Grocery,5783,118,7
BATCH-004755,2025-11-11,North,Web,Personal Care,6875,160,6
BATCH-000109,2025-11-12,North,Retail,Home,2972,35,1
BATCH-000299,2025-11-12,West,Web,Grocery,5234,133,5
BATCH-000404,2025-11-12,South,Partner,Beverages,1336,47,1
BATCH-001157,2025-11-12,West,Web,Home,2437,32,2
BATCH-001594,2025-11-12,West,Retail,Pet Care,6943,119,5
BATCH-001603,2025-11-12,East,Retail,Home,16116,159,4
BATCH-001636,2025-11-12,East,Partner,Personal Care,4948,109,3
BATCH-001768,2025-11-12,East,Web,Personal Care,6627,139,5
BATCH-002094,2025-11-12,East,Mobile,Beverages,3740,141,9
BATCH-003417,2025-11-12,North,Retail,Grocery,6145,140,4
BATCH-003861,2025-11-12,North,Partner,Home,11238,127,4
BATCH-003997,2025-11-12,West,Mobile,Home,11775,119,7
BATCH-004015,2025-11-12,West,Partner,Home,4598,46,2
BATCH-004071,2025-11-12,South,Partner,Grocery,3400,91,4
BATCH-004563,2025-11-12,South,Retail,Home,10391,114,4
BATCH-004627,2025-11-12,East,Partner,Personal Care,3801,73,2
BATCH-002102,2025-11-13,South,Partner,Beverages,5889,197,7
BATCH-002162,2025-11-13,East,Partner,Home,14624,192,4
BATCH-002558,2025-11-13,North,Web,Grocery,6869,144,9
BATCH-002621,2025-11-13,South,Retail,Home,16079,186,10
BATCH-002655,2025-11-13,West,Partner,Beverages,4305,165,6
BATCH-002998,2025-11-13,North,Web,Home,8050,96,3
BATCH-003945,2025-11-13,East,Retail,Beverages,4258,164,6
BATCH-004848,2025-11-13,East,Retail,Home,5069,58,1
BATCH-000072,2025-11-14,West,Partner,Grocery,8006,177,6
BATCH-000200,2025-11-14,North,Retail,Personal Care,9504,172,2
BATCH-000269,2025-11-14,South,Web,Beverages,3742,138,6
BATCH-000632,2025-11-14,North,Partner,Home,11894,118,2
BATCH-000918,2025-11-14,East,Retail,Personal Care,11490,188,9
BATCH-001259,2025-11-14,West,Partner,Personal Care,9857,200,8
BATCH-001386,2025-11-14,North,Web,Grocery,1702,39,1
BATCH-001518,2025-11-14,West,Mobile,Grocery,5465,108,5
BATCH-001904,2025-11-14,West,Retail,Beverages,2540,87,3
BATCH-002100,2025-11-14,North,Partner,Pet Care,11217,178,5
BATCH-002187,2025-11-14,East,Partner,Beverages,4355,160,9
BATCH-002309,2025-11-14,North,Partner,Beverages,1462,63,2
BATCH-002314,2025-11-14,South,Web,Grocery,5294,144,5
BATCH-002498,2025-11-14,East,Mobile,Beverages,894,33,2
BATCH-003026,2025-11-14,South,Web,Grocery,7686,151,7
BATCH-003461,2025-11-14,East,Retail,Pet Care,4267,59,2
BATCH-000070,2025-11-15,South,Mobile,Beverages,5742,176,6
BATCH-000406,2025-11-15,South,Web,Home,13114,168,10
BATCH-000851,2025-11-15,North,Web,Pet Care,6437,97,6
BATCH-001480,2025-11-15,East,Mobile,Home,14754,198,4
BATCH-001585,2025-11-15,East,Partner,Beverages,2628,112,6
BATCH-001739,2025-11-15,West,Partner,Grocery,5777,145,5
BATCH-001834,2025-11-15,North,Partner,Home,18527,187,10
BATCH-002093,2025-11-15,North,Web,Beverages,1865,74,5
BATCH-002702,2025-11-15,South,Partner,Personal Care,4766,100,5
BATCH-003086,2025-11-15,West,Mobile,Home,5299,75,4
BATCH-003521,2025-11-15,South,Web,Beverages,4548,178,10
BATCH-003661,2025-11-15,East,Retail,Personal Care,3582,68,4
BATCH-003679,2025-11-15,East,Mobile,Pet Care,1835,29,2
BATCH-004570,2025-11-15,South,Web,Personal Care,5652,101,3
BATCH-004806,2025-11-15,North,Web,Pet Care,11774,163,11
BATCH-000054,2025-11-16,South,Partner,Personal Care,2459,51,3
BATCH-000640,2025-11-16,West,Partner,Personal Care,10756,189,3
BATCH-000655,2025-11-16,North,Mobile,Beverages,4057,172,10
BATCH-001268,2025-11-16,East,Web,Pet Care,8135,126,3
BATCH-001508,2025-11-16,East,Retail,Beverages,1051,41,1
BATCH-001762,2025-11-16,West,Mobile,Home,19038,198,9
BATCH-001845,2025-11-16,East,Retail,Beverages,3683,126,5
BATCH-001861,2025-11-16,South,Partner,Pet Care,7109,133,3
BATCH-001933,2025-11-16,West,Retail,Beverages,2003,80,2
BATCH-002429,2025-11-16,East,Web,Pet Care,7190,108,7
BATCH-002869,2025-11-16,East,Mobile,Home,12546,130,5
BATCH-003535,2025-11-16,South,Partner,Personal Care,11672,200,8
BATCH-003808,2025-11-16,West,Web,Pet Care,2902,45,3
BATCH-003987,2025-11-16,North,Mobile,Pet Care,11806,164,10
BATCH-004405,2025-11-16,South,Mobile,Grocery,2098,42,3
BATCH-004630,2025-11-16,North,Retail,Grocery,1882,46,2
BATCH-004689,2025-11-16,East,Web,Home,14228,169,9
BATCH-004720,2025-11-16,West,Partner,Home,5850,61,1
BATCH-004993,2025-11-16,South,Partner,Home,4264,54,3
BATCH-000555,2025-11-17,North,Partner,Grocery,2191,45,2
BATCH-000990,2025-11-17,West,Mobile,Personal Care,1119,21,1
BATCH-001589,2025-11-17,East,Partner,Pet Care,12636,190,4
BATCH-001831,2025-11-17,East,Retail,Pet Care,9185,143,6
BATCH-001874,2025-11-17,South,Partner,Personal Care,3554,73,3
BATCH-002261,2025-11-17,East,Mobile,Home,12935,156,5
BATCH-002283,2025-11-17,East,Web,Home,14474,192,9
BATCH-002478,2025-11-17,North,Mobile,Personal Care,6346,112,4
BATCH-002769,2025-11-17,West,Mobile,Beverages,2122,77,3
BATCH-002931,2025-11-17,North,Web,Home,12994,138,4
BATCH-003167,2025-11-17,North,Retail,Personal Care,9923,181,8
BATCH-003726,2025-11-17,West,Partner,Pet Care,5236,93,2
BATCH-004138,2025-11-17,West,Mobile,Home,7120,99,6
BATCH-004220,2025-11-17,East,Retail,Pet Care,2434,42,2
BATCH-004404,2025-11-17,East,Retail,Home,11322,136,3
BATCH-004542,2025-11-17,West,Retail,Home,1987,20,0
BATCH-004673,2025-11-17,East,Retail,Grocery,5750,132,4
BATCH-000391,2025-11-18,West,Retail,Personal Care,6054,130,3
BATCH-000752,2025-11-18,West,Web,Home,5875,73,4
BATCH-001089,2025-11-18,South,Web,Pet Care,3414,64,4
BATCH-001963,2025-11-18,North,Web,Personal Care,2862,54,3
BATCH-002293,2025-11-18,East,Web,Pet Care,2384,44,2
BATCH-002319,2025-11-18,South,Retail,Personal Care,6134,141,8
BATCH-002333,2025-11-18,West,Mobile,Grocery,3827,85,5
BATCH-002493,2025-11-18,West,Partner,Beverages,638,22,1
BATCH-002650,2025-11-18,South,Web,Beverages,2260,79,2
BATCH-002664,2025-11-18,East,Web,Pet Care,7091,132,5
BATCH-002741,2025-11-18,North,Retail,Personal Care,9342,167,9
BATCH-002807,2025-11-18,South,Partner,Grocery,1984,44,2
BATCH-003271,2025-11-18,East,Mobile,Home,9232,104,3
BATCH-003401,2025-11-18,East,Retail,Grocery,5577,139,6
BATCH-003623,2025-11-18,East,Partner,Pet Care,6227,96,3
BATCH-003662,2025-11-18,South,Partner,Home,12967,136,6
BATCH-003799,2025-11-18,West,Retail,Pet Care,12357,175,2
BATCH-004053,2025-11-18,South,Partner,Personal Care,1472,31,0
BATCH-004264,2025-11-18,North,Web,Home,7434,105,6
BATCH-004388,2025-11-18,East,Partner,Home,3720,52,1
BATCH-004482,2025-11-18,North,Web,Beverages,3409,133,8
BATCH-000116,2025-11-19,South,Retail,Beverages,3441,129,4
BATCH-000419,2025-11-19,South,Web,Pet Care,8148,117,5
BATCH-000510,2025-11-19,West,Web,Beverages,744,24,1
BATCH-001176,2025-11-19,South,Mobile,Personal Care,3316,59,2
BATCH-001249,2025-11-19,West,Mobile,Beverages,2538,83,4
BATCH-001273,2025-11-19,South,Partner,Grocery,1544,36,2
BATCH-001352,2025-11-19,East,Retail,Personal Care,4252,76,3
BATCH-002742,2025-11-19,North,Partner,Personal Care,6569,149,5
BATCH-002765,2025-11-19,East,Partner,Beverages,2767,86,2
BATCH-002987,2025-11-19,East,Retail,Pet Care,10274,172,3
BATCH-003540,2025-11-19,West,Mobile,Grocery,4415,106,5
BATCH-003842,2025-11-19,South,Partner,Beverages,4047,143,8
BATCH-003873,2025-11-19,South,Retail,Home,3854,49,2
BATCH-004608,2025-11-19,North,Partner,Personal Care,4229,71,4
BATCH-004697,2025-11-19,East,Mobile,Beverages,1068,33,2
BATCH-004853,2025-11-19,West,Partner,Pet Care,3067,59,3
BATCH-000245,2025-11-20,East,Web,Home,2301,32,1
BATCH-000346,2025-11-20,East,Retail,Personal Care,5184,107,2
BATCH-000493,2025-11-20,East,Mobile,Grocery,7565,182,8
BATCH-001770,2025-11-20,East,Retail,Beverages,919,36,1
BATCH-002653,2025-11-20,West,Mobile,Pet Care,11132,169,8
BATCH-002659,2025-11-20,South,Partner,Home,13189,160,8
BATCH-002805,2025-11-20,South,Partner,Personal Care,5122,96,2
BATCH-003092,2025-11-20,South,Partner,Beverages,1030,42,1
BATCH-003415,2025-11-20,South,Retail,Grocery,6162,127,2
BATCH-003443,2025-11-20,East,Retail,Pet Care,12128,183,5
BATCH-003752,2025-11-20,North,Mobile,Beverages,2368,96,3
BATCH-004353,2025-11-20,East,Retail,Home,7121,92,4
BATCH-004702,2025-11-20,South,Retail,Pet Care,7166,103,5
BATCH-004733,2025-11-20,South,Retail,Personal Care,2042,36,1
BATCH-000764,2025-11-21,West,Partner,Pet Care,5332,72,2
BATCH-000943,2025-11-21,West,Partner,Beverages,5513,200,10
BATCH-001270,2025-11-21,South,Retail,Home,6488,73,3
BATCH-001912,2025-11-21,South,Mobile,Grocery,6525,142,9
BATCH-002299,2025-11-21,North,Web,Pet Care,11209,155,8
BATCH-002698,2025-11-21,South,Mobile,Grocery,3721,80,5
BATCH-003704,2025-11-21,West,Web,Grocery,1614,44,2
BATCH-004168,2025-11-21,West,Mobile,Pet Care,1735,29,1
BATCH-004176,2025-11-21,West,Retail,Home,17984,194,8
BATCH-004390,2025-11-21,East,Mobile,Beverages,4937,184,4
BATCH-004665,2025-11-21,East,Web,Beverages,1613,54,1
BATCH-004705,2025-11-21,East,Mobile,Personal Care,6303,141,7
BATCH-004801,2025-11-21,West,Partner,Beverages,5613,175,8
BATCH-000068,2025-11-22,South,Mobile,Grocery,6494,177,10
BATCH-000174,2025-11-22,West,Partner,Beverages,3802,138,4
BATCH-000191,2025-11-22,East,Retail,Beverages,5537,188,10
BATCH-000474,2025-11-22,North,Web,Beverages,3921,158,8
BATCH-000562,2025-11-22,East,Mobile,Grocery,2816,73,4
BATCH-001205,2025-11-22,West,Web,Grocery,4498,113,6
BATCH-001620,2025-11-22,North,Partner,Beverages,4770,176,5
BATCH-001637,2025-11-22,South,Mobile,Grocery,8820,195,5
BATCH-002048,2025-11-22,South,Partner,Personal Care,4378,91,3
BATCH-002321,2025-11-22,North,Retail,Personal Care,8684,187,4
BATCH-002620,2025-11-22,South,Web,Personal Care,8077,175,10
BATCH-003058,2025-11-22,North,Partner,Grocery,5140,133,3
BATCH-003249,2025-11-22,North,Partner,Beverages,5397,170,2
BATCH-003261,2025-11-22,West,Web,Home,7662,108,4
BATCH-003290,2025-11-22,North,Partner,Personal Care,4601,104,3
BATCH-003429,2025-11-22,West,Mobile,Grocery,1484,31,1
BATCH-004355,2025-11-22,North,Partner,Home,2029,25,1
BATCH-004443,2025-11-22,South,Mobile,Pet Care,12441,172,10
BATCH-004527,2025-11-22,East,Web,Personal Care,10270,181,8
BATCH-004773,2025-11-22,South,Partner,Personal Care,7631,157,4
BATCH-004996,2025-11-22,South,Mobile,Grocery,5448,119,3
BATCH-000101,2025-11-23,East,Retail,Pet Care,7939,126,7
BATCH-000246,2025-11-23,North,Web,Personal Care,3931,75,3
BATCH-000365,2025-11-23,East,Web,Beverages,4666,185,11
BATCH-000712,2025-11-23,East,Partner,Home,9871,138,6
BATCH-000780,2025-11-23,North,Partner,Beverages,4832,174,4
BATCH-001617,2025-11-23,West,Web,Home,13400,174,8
BATCH-001653,2025-11-23,West,Web,Beverages,471,20,1
BATCH-001747,2025-11-23,South,Mobile,Personal Care,2399,48,2
BATCH-001862,2025-11-23,East,Mobile,Home,10907,118,6
BATCH-001995,2025-11-23,South,Retail,Beverages,4721,159,9
BATCH-002867,2025-11-23,North,Retail,Pet Care,8290,147,3
BATCH-002966,2025-11-23,West,Mobile,Beverages,4418,182,11
BATCH-003054,2025-11-23,East,Retail,Personal Care,1676,33,1
BATCH-003085,2025-11-23,West,Retail,Personal Care,5918,109,4
BATCH-003164,2025-11-23,West,Mobile,Beverages,3721,136,5
BATCH-003664,2025-11-23,North,Retail,Beverages,5571,185,5
BATCH-004663,2025-11-23,South,Web,Home,19311,200,7
BATCH-000160,2025-11-24,North,Web,Beverages,4380,177,11
BATCH-000381,2025-11-24,South,Web,Personal Care,980,21,1
BATCH-000597,2025-11-24,South,Mobile,Pet Care,3791,60,1
BATCH-000641,2025-11-24,South,Mobile,Home,15212,161,5
BATCH-000893,2025-11-24,West,Web,Pet Care,3611,57,3
BATCH-001354,2025-11-24,South,Retail,Personal Care,8041,139,4
BATCH-001417,2025-11-24,North,Retail,Grocery,2270,47,1
BATCH-001537,2025-11-24,East,Mobile,Home,12447,154,8
BATCH-003028,2025-11-24,North,Mobile,Beverages,1005,36,1
BATCH-003437,2025-11-24,East,Retail,Pet Care,10072,153,3
BATCH-003529,2025-11-24,East,Retail,Grocery,5850,144,7
BATCH-004226,2025-11-24,East,Partner,Beverages,6115,187,3
BATCH-004873,2025-11-24,North,Mobile,Pet Care,5418,89,5
BATCH-000904,2025-11-25,West,Partner,Pet Care,2064,29,1
BATCH-001383,2025-11-25,North,Web,Pet Care,10732,181,11
BATCH-001687,2025-11-25,East,Retail,Pet Care,1458,20,0
BATCH-001731,2025-11-25,South,Retail,Grocery,1951,44,2
BATCH-001839,2025-11-25,East,Retail,Home,8171,84,3
BATCH-001844,2025-11-25,North,Mobile,Grocery,3839,89,4
BATCH-002422,2025-11-25,North,Web,Beverages,2935,95,4
BATCH-003083,2025-11-25,West,Partner,Personal Care,1701,37,2
BATCH-003277,2025-11-25,East,Partner,Home,4792,59,2
BATCH-003372,2025-11-25,North,Web,Beverages,4623,199,13
BATCH-004007,2025-11-25,East,Retail,Grocery,6264,123,3
BATCH-004247,2025-11-25,South,Retail,Pet Care,2095,39,2
BATCH-004335,2025-11-25,North,Mobile,Personal Care,3697,63,3
BATCH-004669,2025-11-25,West,Partner,Beverages,1755,58,2
BATCH-004713,2025-11-25,South,Retail,Pet Care,10609,158,5
BATCH-004771,2025-11-25,North,Retail,Beverages,566,21,1
BATCH-000161,2025-11-26,East,Retail,Personal Care,6838,119,2
BATCH-000659,2025-11-26,East,Mobile,Pet Care,10023,136,8
BATCH-000765,2025-11-26,West,Web,Pet Care,6507,120,4
BATCH-000934,2025-11-26,East,Partner,Beverages,896,35,2
BATCH-001189,2025-11-26,East,Web,Home,14267,149,8
BATCH-001197,2025-11-26,North,Partner,Personal Care,936,21,1
BATCH-001605,2025-11-26,South,Partner,Personal Care,9975,173,6
BATCH-001643,2025-11-26,North,Web,Personal Care,7819,132,5
BATCH-001757,2025-11-26,East,Web,Personal Care,7378,135,5
BATCH-002176,2025-11-26,North,Web,Home,9135,98,4
BATCH-003045,2025-11-26,East,Web,Home,14247,176,5
BATCH-003146,2025-11-26,South,Partner,Home,12965,130,5
